country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,price_tier,is_provence
France,"The Négrette wines come mainly from a small area northwest of Toulouse although they are also found in pockets elsewhere in the southwest. This is a light and deliciously fruity wine, full of rosewater aromas and a bright aftertaste.",La Vie en Rose,86,11.0,France Other,Vin de France,,Roger Voss,@vossroger,Lionel Osmin & Cie 2015 La Vie en Rose Negrette (Vin de France),Negrette,Lionel Osmin & Cie,10_15,0
France,"Produced in vineyards close to Mont Saint-Victoire in the west of the Provence vineyards, this perfumed, floral wine has crisp acidity along with orange and citrus flavors. The wine is light, very fruity and bright at the end.",Esprit Gassier,86,19.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Gassier 2015 Esprit Gassier Rosé (Côtes de Provence),Rosé,Gassier,15_20,1
France,"With a caramel character and light, bright acidity, this is a soft, not-quite-dry wine. It has a warm, open and accessible feel to it, light and fruity on the finish.",,86,12.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Sables d'Azur 2015 Rosé (Côtes de Provence),Rosé,Sables d'Azur,10_15,1
France,"Anyone with a yen for the flappers of the 1920s should get this wine, with its label showing a vision of the French Riviera in that era. The wine itself is modern, clean and crisp with an attractive lightness. Ripe strawberries come through strongly in the aftertaste.",Retrofollies,86,13.0,Provence,Coteaux Varois en Provence,,Roger Voss,@vossroger,Ravoire et Fils 2015 Retrofollies Rosé (Coteaux Varois en Provence),Rosé,Ravoire et Fils,10_15,1
US,"This dry wine has a light salmon color, aromas like melon and prosciutto and flavors that are light and slightly meaty or herbal. Guess what we would serve it with?",,86,24.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,The Withers Winery 2015 Rosé (El Dorado),Rosé,The Withers Winery,20_30,0
US,"High-toned acidity lends verve to delicate raspberry and white grapefruit flavors here. It's not deeply concentrated but lavishly textured with a cutting, mineral finish. Drink now.",Estate,89,22.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Hound's Tree 2015 Estate Rosé (North Fork of Long Island),Rosé,Hound's Tree,20_30,0
France,"This is a ripe fruity wine. It has weight and richness as well as intense acidity that cuts the ripe berry flavors. This is a food friendly rosé, full of fruit, produced from organically grown grapes.",,89,,Provence,Coteaux Varois en Provence,,Roger Voss,@vossroger,Château Trians 2016 Rosé (Coteaux Varois en Provence),Rosé,Château Trians,,1
US,"Though a slightly riper style of rosé than is de rigeur today, this is a solid and lively wine, its ripe raspberry and red plum aromas cut by lime pith and squeezed lemon notes. Ruby red grapefruit, mulberry and baking spice elements pop on the palate.",,89,16.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Fossil Point 2016 Rosé (Central Coast),Rosé,Fossil Point,15_20,0
France,"The vines of Saint-Tropez are often within sight of the sea in the hills above the famous resort. This single-estate wine from a property managed by the Saint-Tropez cooperative contrasts fresh fruit and acidity with a generous ripe texture. It is soft, fruity and ready to drink now.",Château la Moutte,89,32.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Vignobles de Saint-Tropez 2016 Château la Moutte Rosé (Côtes de Provence),Rosé,Vignobles de Saint-Tropez,30_50,1
Spain,"Floral melon and peach aromas are mellow. This feels round, with citrusy acidity cutting into the body. Basic grapefruit and apricot flavors are friendly, while this is a touch foamy on the finish.",Reserva Brut Rosé,89,18.0,Catalonia,Cava,,Michael Schachner,@wineschach,Vilarnau NV Reserva Brut Rosé Sparkling (Cava),Sparkling Blend,Vilarnau,15_20,0
Spain,"Chemical-leaning aromas jump out on a last-legs nose. This feels dull and low on pulse, with only a hint of acidity. Mealy bitter apricot flavors finish pithy.",,82,9.0,Northern Spain,Campo de Borja,,Michael Schachner,@wineschach,Borsao 2015 Rosé (Campo de Borja),Rosé,Borsao,under_10,0
Portugal,"A curiously spicy, herbal wine that seems to have lost its fruit. There is a bitter edge that may soften over the next few months.",Herdade dos Templários Touriga Nacional,82,12.0,Tejo,,,Roger Voss,@vossroger,Quinta do Cavalinho 2016 Herdade dos Templários Touriga Nacional Rosé (Tejo),Rosé,Quinta do Cavalinho,10_15,0
Spain,"This red-colored barrel-fermented rosé of Tempranillo and Merlot smells funky and gummy. Flat on the palate, this tastes of pickled red cabbage: charmless and difficult to get through.",Tempranillo-Merlot Fermentado en Barrica,80,15.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Pradorey 2016 Tempranillo-Merlot Fermentado en Barrica Rosado (Ribera del Duero),Rosado,Pradorey,10_15,0
US,"Lots of mushrooms in the nose, giving it a lively, gamy, forest floor quality. The fruit is there as well, wild berries and cherries, and the finish lingers through layers of complex, interesting flavors.",Vintner's Cuvee XXI,88,10.0,California,California,California Other,Paul Gregutt,@paulgwine ,Rosenblum NV Vintner's Cuvee XXI Zinfandel (California),Zinfandel,Rosenblum,under_10,0
US,"Inky, opaque and tight, this wine offers a bouquet of black fruits and toast. Though the mouthfeel is full and supple, it is presently very closed and yields scant flavor definition beyond the presence of a very good depth of dark fruits and well-charred oak. Finishes dry, with somewhat more discernable blackberry and vanilla notes and moderately puckering tannins. Best for keeping; try in two-plus years.",St. Peter's Church Vineyard,88,40.0,California,Sonoma County,Sonoma,,,Rosenblum 1998 St. Peter's Church Vineyard Zinfandel (Sonoma County),Zinfandel,Rosenblum,30_50,0
US,"Blueberry, spices, fruitcake, even a maple syrup note mark the nose of this fairly sweet Zinfandel. The somewhat candied quality to the berry fruit was not favored by all tasters, but the plush yet structured mouthfeel has significant appeal. Dark sweet-tart fruit and moderate, even tannins work together to provide a positive finish.",Rustridge Vineyard,87,18.0,California,Napa Valley,Napa,,,Rosenblum 1998 Rustridge Vineyard Zinfandel (Napa Valley),Zinfandel,Rosenblum,15_20,0
Germany,"This is close to dry in style, with its baked apple and spice flavors supported by stony, mineral notes and ample (12.5%) alcohol. It's fairly full-bodied for a German Riesling, finishing with hints of mineral oil that cling to the palate. Drink now.",Rüdesheimer Berg Roseneck Spätlese Feinherb,90,22.0,Rheingau,,,Joe Czerwinski,@JoeCz,Carl Ehrhard 2005 Rüdesheimer Berg Roseneck Spätlese Feinherb Riesling (Rheingau),Riesling,Carl Ehrhard,20_30,0
Italy,Col di Sas is a simple and crisp Prosecco with floral aromas stacked over fruity tones of peach and citrus. That tiny hint of sweetness in the mouth gives the wine additional heft and staying power.,Col del Sas Extra Dry,87,19.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,,,Spagnol NV Col del Sas Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Spagnol,15_20,0
Italy,"Packaged in a temperature-controlling double layered glass bottle, this Prosecco can easily be carried to picnics or outdoor garden lunches. It offers fresh aromas of white flower, dried grass and stone fruit.",Claxa Brut,87,,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,,,Villa Sandi NV Claxa Brut  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Villa Sandi,,0
France,"Perfumed raspberry flavors dominate this soft wine. It has an edge of crisp citrus, with orange zest to go with the acidity. The wine's main character is gentle, fresh and light.",Grand Rosé Brut,87,45.0,Champagne,Champagne,,Roger Voss,@vossroger,Beaumont des Crayères NV Grand Rosé Brut  (Champagne),Champagne Blend,Beaumont des Crayères,30_50,0
France,"Perfumed dry rosé with a touch of smokiness to go with the full and ripe red berry fruit. It is well balanced, with attractive acidity and a light final touch of caramel.",Réserve des Vignerons,87,,Loire Valley,Saumur,,Roger Voss,@vossroger,Cave de Saumur 2010 Réserve des Vignerons Rosé (Saumur),Rosé,Cave de Saumur,,0
Italy,This is a fresh and light Prosecco that puts great emphasis on citrus and grapefruit aromas. Beyond those layers are touches of white flower and peach. Try this wine with a bowl of warm popcorn.,Heritage Extra Dry,85,13.0,Veneto,Prosecco,,,,Canti NV Heritage Extra Dry  (Prosecco),Glera,Canti,10_15,0
US,"Dark and heavy for a rosé, with extracted strawberry, red apple and spice flavors that finish a little sweet. Yet there's something deliciously  sippable about it.",Rosé of Pinot Noir,85,15.0,California,Russian River Valley,Sonoma,,,River Road 2012 Rosé of Pinot Noir Rosé (Russian River Valley),Rosé,River Road,10_15,0
US,"Spectacular aromas of sea salt, dried lemon peels, seared mandarins, chamomile, lemongrass, kaffir lime and plumeria make the mouth water simply upon smelling this savory wine. The sip is loaded with tension and judicious acidity, and yet the flavors are soft, from lemon meringue to crisp pluot and vanilla dust.",Rosemary's,94,48.0,California,Arroyo Grande Valley,Central Coast,Matt Kettmann,@mattkettmann,Talley 2015 Rosemary's Chardonnay (Arroyo Grande Valley),Chardonnay,Talley,30_50,0
US,"Subtle notes of bramble, smoke and raspberry entice on the nose of this dry rosé. While delicate in concentration, its supple silken mouthfeel and yielding acidity are approachable and comforting. The finish is bright and clean. Drink now.",,86,28.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,240 Days 2015 Rosé (Finger Lakes),Rosé,240 Days,20_30,0
England,"Tart strawberries and cream are spelled out joyously on the nose, some ripe apple comes into play as well. There is a rich well of generously creamy autolysis at the core, rounding out and buttressing those tender strawberry notes. Structure and poise are inherent. This is utterly appealing and very, very moreish—despite all its seriousness.",Rosé de Noirs,92,50.0,England,,,Anne Krebiehl MW,@AnneInVino,Ridgeview Estate 2013 Rosé de Noirs Sparkling (England),Sparkling Blend,Ridgeview Estate,30_50,0
France,"Initially fruity, this attractive, pink-colored rosé subsequently shows a definite texture. There is a bite of lemon juice and a sharp, edgy acidity that give the wine an mouthwatering freshness. Age this for a few months.",Rosé Brut,89,45.0,Champagne,Champagne,,Roger Voss,@vossroger,Charles Ellner NV Rosé Brut  (Champagne),Champagne Blend,Charles Ellner,30_50,0
France,"This is a ripe and spicy wine, with great touches of lemon and acidity that partner with the rich quince and mango flavors. The wine is ripe and full bodied, a fine expression of a more complex side of Pinot Blanc.",Rosenburg,89,,Alsace,Alsace,,Roger Voss,@vossroger,André Blanck et ses Fils 2011 Rosenburg Pinot Blanc (Alsace),Pinot Blanc,André Blanck et ses Fils,,0
Spain,"Confected on the nose, with red licorice candy and red apple skins. It's forward and juicy in the mouth, but a little cloying if not served really cold. Tastes of candied berry and watermelon; good in a regular way.",Garnacha Rosado,85,12.0,Northern Spain,Navarra,,Michael Schachner,@wineschach,Marco Real 2010 Garnacha Rosado Rosé (Navarra),Rosé,Marco Real,10_15,0
US,"Pretty dark, almost plum-like in color, this is a blend of 76% Grenache and 25% Syrah from an estate-grown vineyard in the Foothills. Lots of watermelon in aroma and flavor, the wine finishes slightly sweet, reminiscent of a Shirley Temple.",Estate,85,20.0,California,Sierra Foothills,Sierra Foothills,Virginie Boone,@vboone,Naggiar 2010 Estate Rosé (Sierra Foothills),Rosé,Naggiar,15_20,0
US,"A good deal for a dry rosé that's almost red like a light Pinot Noir. Very low in alcohol at 12.5%, it's light throughout with layers of peach and grenadine.",2 Jakes,85,10.0,California,California,California Other,Virginie Boone,@vboone,Diamond Ridge Vineyards NV 2 Jakes Rosé (California),Rosé,Diamond Ridge Vineyards,under_10,0
Portugal,"Fine acidity on this crisp, raspberry-flavored wine. With an extra year aging it demands to be drunk, offering a pleasurable food-friendly style.",,85,25.0,Tejo,,,Roger Voss,@vossroger,Fiuza 2009 Rosé (Tejo),Rosé,Fiuza,20_30,0
US,"This charming wine shows the benefits of extra maturity. It has a light salmon color, and spicy, doughy aromas. Complex and layered flavors like cinnamon, ginger, hints of cream and fresh bread provide a lingering finish.",Cuvee Trudi Cuvee #10 Rosé,91,40.0,California,Potter Valley,,Jim Gordon,@gordone_cellars,Saint Gregory NV Cuvee Trudi Cuvee #10 Rosé  (Potter Valley),Champagne Blend,Saint Gregory,30_50,0
France,"Rock Angel is the new name for the estate wine of Château d'Esclans. It is a ripe and full wine, yet so well balanced that it seems light and refreshing. A crisp element balances the full red fruits and offers elegance and poise. This is a style of rosé that could age, although it is delicious now.",Rock Angel,91,35.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Château d'Esclans 2014 Rock Angel Rosé (Côtes de Provence),Rosé,Château d'Esclans,30_50,1
Portugal,"Young Touriga Nacional vines produced this crisp, refreshing wine. With red currant flavor and a light touch of caramel, it's both fruity and full in the mouth. Drink now.",Superior,86,15.0,Douro,,,Roger Voss,@vossroger,Colinas do Douro 2015 Superior Rosé (Douro),Rosé,Colinas do Douro,10_15,0
US,"Made from free-run juice, this offers aromas of dried cherries, dessicated watermelon and clove. Plummy fruits and sour cherry show on the palate.",Rose of,86,12.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Wedell Cellars 2014 Rose of Pinot Noir (Sta. Rita Hills),Pinot Noir,Wedell Cellars,10_15,0
France,"Produced from Niellucciu, this wine is ripe, perfumed and also packed with crisp acidity. Fresh raspberry, citrus and a touch of caramel are brought comfortably together by the acidity and zesty aftertaste. Drink now.",,86,20.0,France Other,Patrimonio,,Roger Voss,@vossroger,Clos Alivu 2015 Rosé (Patrimonio),Rosé,Clos Alivu,15_20,0
France,"Aromas of red berries and summer flowers lead easily into a palate of soft, creamy fruit. The wine is simple, pleasant, a celebratory rosé. If it lacks great character, it does hang together well, leaving a fresh aftertaste.",Grand Rosé Brut,85,60.0,Champagne,Champagne,,Roger Voss,@vossroger,Beaumont des Crayères NV Grand Rosé Brut  (Champagne),Champagne Blend,Beaumont des Crayères,50_100,0
France,"A soft wine with flavors of red berries, canned strawberries and a structure that seems more red wine than Champagne. It's a curious hybrid, starting with too much tannin and leaving some astringency. Maybe bottle age will help.",Palmes d'Or Rosé,85,200.0,Champagne,Champagne,,Roger Voss,@vossroger,Nicolas Feuillatte 2002 Palmes d'Or Rosé  (Champagne),Champagne Blend,Nicolas Feuillatte,100_plus,0
